Severity,Start_Lat,Start_Lng,City,County,State,Timezone,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Year,Month,Day,Hour,Day_of_Week
2,40.804609,-73.261787,Brentwood,Suffolk,NY,US/Eastern,83.0,65.0,29.67,10.0,S,13.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,8,23,15,Tuesday
2,34.02425,-117.3353,Colton,San Bernardino,CA,US/Pacific,73.4,62.0,29.94,10.0,Calm,7.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2016,6,29,6,Wednesday
2,32.456761,-111.209457,Marana,Pima,AZ,US/Mountain,57.0,20.0,27.74,10.0,WNW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,2,18,11,Thursday
2,35.667218,-78.798446,Apex,Wake,NC,US/Eastern,70.0,68.0,29.69,10.0,ENE,6.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,2022,10,11,17,Tuesday
2,25.807342,-80.206037,Miami,Miami-Dade,FL,US/Eastern,81.0,62.0,30.07,10.0,E,6.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,12,2,12,Friday
4,36.27441,-86.79694,Whites Creek,Davidson,TN,US/Central,55.9,87.0,30.05,10.0,Calm,7.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2016,9,27,4,Tuesday
2,32.481144,-93.724709,Shreveport,Caddo,LA,US/Central,87.0,53.0,29.71,10.0,SSW,13.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,12,10,13,Saturday
2,41.75183,-70.59216,Buzzards Bay,Barnstable,MA,US/Eastern,39.0,75.0,29.74,10.0,W,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,4,19,7,Sunday
2,37.552072,-77.477605,Richmond,Richmond City,VA,US/Eastern,78.0,32.0,30.16,10.0,SE,6.0,Fair,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,2022,4,22,15,Friday
2,33.70543,-117.855026,Santa Ana,Orange,CA,US/Pacific,68.0,32.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,10,14,9,Thursday
2,34.15489,-118.288794,Los Angeles,Los Angeles,CA,US/Pacific,67.0,40.0,29.72,10.0,CALM,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2019,10,28,18,Monday
2,25.973939,-80.229658,Hollywood,Broward,FL,US/Eastern,68.0,96.0,30.08,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,9,12,6,Sunday
4,37.34431,-79.402408,Goode,Bedford County,VA,US/Eastern,59.0,81.0,28.97,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,6,6,Thursday
2,42.212515,-88.17051,Barrington,Lake,IL,US/Central,34.0,89.0,29.12,1.0,CALM,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,1,25,7,Wednesday
2,34.0721333,-117.891916,West Covina,Los Angeles,CA,US/Pacific,63.0,67.0,29.05,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,14,11,Monday
2,25.891254,-80.186559,North Miami,Miami-Dade,FL,US/Eastern,66.0,94.0,30.14,0.5,N,3.0,Fog,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,2022,7,2,8,Saturday
2,41.12602800000001,-85.283348,Fort Wayne,Allen,IN,US/Eastern,54.0,59.0,30.04,10.0,NW,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2017,4,21,12,Friday
2,25.90057,-80.208839,North Miami,Miami-Dade,FL,US/Eastern,84.0,53.0,29.73,10.0,W,17.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,10,29,16,Friday
2,35.506505,-80.866039,Davidson,Mecklenburg,NC,US/Eastern,70.0,73.0,29.27,10.0,W,8.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,3,1,17,Wednesday
2,41.170199,-112.02014,Ogden,Weber,UT,US/Mountain,37.9,60.0,30.32,10.0,SW,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2018,12,19,17,Wednesday
2,34.842078,-80.988038,Rock Hill,York,SC,US/Eastern,56.0,45.0,29.09,10.0,NW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,5,2,16,Sunday
2,33.480449,-112.038354,Phoenix,Maricopa,AZ,US/Mountain,86.0,13.0,28.6,10.0,CALM,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,3,5,12,Saturday
2,33.743797,-117.442756,Corona,Riverside,CA,US/Pacific,84.0,22.0,29.4,10.0,WNW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,10,30,12,Friday
2,39.37007,-76.514069,Nottingham,Baltimore County,MD,US/Eastern,48.0,82.0,30.4,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2021,12,15,18,Wednesday
2,38.915961,-77.217332,Mc Lean,Fairfax County,VA,US/Eastern,64.0,45.0,30.13,10.0,E,3.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2022,9,24,11,Saturday
2,45.58389,-122.67902,Portland,Multnomah,OR,US/Pacific,43.0,42.0,30.12,10.0,East,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2018,6,12,11,Tuesday
3,26.049865,-80.161982,Dania,Broward,FL,US/Eastern,88.0,67.0,29.98,10.0,ESE,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2016,9,15,14,Thursday
4,38.90252,-76.993767,Washington,District Of Columbia,DC,US/Eastern,88.0,45.0,30.1,10.0,South,10.4,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,2016,9,13,15,Tuesday
2,33.457727,-112.346673,Goodyear,Maricopa,AZ,US/Mountain,43.0,61.0,28.93,10.0,ENE,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,1,25,7,Tuesday
2,33.824373,-118.220018,Long Beach,Los Angeles,CA,US/Pacific,67.0,70.0,29.86,10.0,SSE,6.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,2022,5,15,9,Sunday
2,41.748307,-87.947407,Willowbrook,DuPage,IL,US/Central,29.0,64.0,29.53,10.0,WNW,20.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2023,2,23,19,Thursday
2,39.118386,-122.885804,Lakeport,Lake,CA,US/Pacific,59.0,78.0,29.1,10.0,SSE,8.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,5,17,18,Sunday
2,34.050976,-117.999123,La Puente,Los Angeles,CA,US/Pacific,64.0,23.0,29.96,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2023,3,26,19,Sunday
2,44.06928,-116.97992,Ontario,Malheur,OR,US/Mountain,69.0,23.0,27.64,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,4,19,16,Sunday
2,44.776653,-93.550189,Shakopee,Scott,MN,US/Central,15.0,68.0,29.41,10.0,NE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,1,14,19,Friday
2,33.67442,-117.830113,Irvine,Orange,CA,US/Pacific,72.0,59.0,29.88,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,9,21,22,Wednesday
2,44.948566,-92.956429,Saint Paul,Washington,MN,US/Central,-1.0,75.0,29.42,1.0,NW,12.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,12,21,22,Wednesday
2,40.34513,-74.47585,Monroe Township,Middlesex,NJ,US/Eastern,68.0,55.0,29.84,10.0,NNW,9.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2020,6,13,1,Saturday
2,38.29269,-75.641837,Eden,Wicomico,MD,US/Eastern,32.0,75.0,30.48,10.0,N,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,11,20,4,Saturday
2,44.960594,-92.778418,Lakeland,Washington,MN,US/Central,52.0,44.0,29.12,10.0,NNE,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,6,5,10,Wednesday
2,40.800333,-73.623668,Roslyn,Nassau,NY,US/Eastern,41.0,89.0,30.06,1.5,East,5.8,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,2018,3,4,14,Sunday
2,40.802932,-73.324288,Huntington Station,Suffolk,NY,US/Eastern,41.0,57.0,29.79,10.0,N,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,5,1,14,Saturday
2,25.714627,-80.413201,Miami,Miami-Dade,FL,US/Eastern,76.0,91.0,29.86,6.0,NNE,6.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,5,11,16,Tuesday
2,36.193558,-80.811788,Jonesville,Yadkin,NC,US/Eastern,36.0,100.0,28.7,7.0,ENE,3.0,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,12,14,23,Wednesday
3,29.77313,-95.1454,Channelview,Harris,TX,US/Central,80.6,84.0,29.98,10.0,SSE,9.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2018,6,25,1,Monday
2,41.079868,-76.139375,Berwick,Luzerne,PA,US/Eastern,31.0,67.0,29.19,10.0,WSW,9.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,2022,12,19,14,Monday
2,40.828128,-73.934779,New York,New York,NY,US/Eastern,48.0,58.0,30.27,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,2020,11,25,6,Wednesday
2,41.25862,-81.440454,Hudson,Summit,OH,US/Eastern,34.0,70.0,29.07,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,14,9,Monday
2,34.797557,-82.421354,Greenville,Greenville,SC,US/Eastern,68.0,43.0,29.2,10.0,SSW,10.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,2021,11,17,16,Wednesday
2,32.393971681440384,-91.20256305,Tallulah,Madison,LA,US/Central,37.0,50.0,30.14,10.0,S,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,1,29,19,Saturday
2,36.778417,-76.384625,Chesapeake,Chesapeake,VA,US/Eastern,73.0,73.0,30.1,10.0,ENE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,10,11,Tuesday
2,32.713331,-117.135163,San Diego,San Diego,CA,US/Pacific,57.0,55.0,30.01,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,5,13,6,Friday
4,35.864811,-84.258635,Lenoir City,Loudon,TN,US/Eastern,67.0,32.0,29.1,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,11,24,15,Thursday
4,37.284919,-76.715851,Williamsburg,York,VA,US/Eastern,63.0,67.0,29.85,10.0,CALM,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,2022,12,11,21,Sunday
2,32.66489,-96.720675,Dallas,Dallas,TX,US/Central,72.0,78.0,29.16,10.0,S,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,10,11,12,Tuesday
2,40.916335,-73.883418,Yonkers,Westchester,NY,US/Eastern,71.0,29.0,29.86,10.0,WNW,15.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,9,22,18,Tuesday
2,32.80449986442182,-86.58103108,Clanton,Chilton,AL,US/Central,68.0,87.0,29.37,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,4,30,23,Saturday
2,42.36260533312625,-83.0787313,Detroit,Wayne,MI,US/Eastern,48.0,80.0,28.99,10.0,SSW,12.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2022,3,24,4,Thursday
2,44.77565,-93.31823,Burnsville,Dakota,MN,US/Central,27.0,85.0,29.3,6.0,W,12.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,2019,12,20,17,Friday
2,38.88366,-77.22654,Vienna,Fairfax County,VA,US/Eastern,73.9,48.0,29.83,10.0,WNW,17.3,Scattered Clouds,True,False,False,False,True,False,False,False,False,False,False,False,False,Day,2017,5,26,18,Friday
2,37.89121,-121.489921,Stockton,San Joaquin,CA,US/Pacific,49.0,86.0,29.82,9.0,WNW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,4,22,5,Thursday
2,25.673086,-80.347209,Miami,Miami-Dade,FL,US/Eastern,93.0,45.0,29.92,10.0,S,12.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,2022,11,7,16,Monday
2,33.97375,-118.38159,Los Angeles,Los Angeles,CA,US/Pacific,54.0,45.0,30.09,10.0,WSW,15.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2019,2,19,17,Tuesday
2,25.767085,-80.368941,Miami,Miami-Dade,FL,US/Eastern,84.0,65.0,30.01,10.0,SSE,13.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,3,16,13,Wednesday
2,40.741307,-73.951856,Long Island City,Queens,NY,US/Eastern,66.0,84.0,29.51,10.0,WNW,13.0,Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,2022,9,22,12,Thursday
2,40.109582,-76.027171,East Earl,Lancaster,PA,US/Eastern,72.0,53.0,29.56,7.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,2,9,10,Wednesday
2,30.445256,-87.241781,Pensacola,Escambia,FL,US/Central,78.0,36.0,29.98,10.0,SE,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,4,15,12,Friday
2,39.97529,-75.194447,Philadelphia,Philadelphia,PA,US/Eastern,73.0,81.0,30.2,10.0,ENE,9.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,2021,8,28,16,Saturday
2,45.77203631379236,-119.2560017,Stanfield,Umatilla,OR,US/Pacific,100.0,9.0,29.17,10.0,W,9.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,5,7,17,Friday
2,33.655271,-117.865024,Irvine,Orange,CA,US/Pacific,63.0,56.0,30.1,10.0,CALM,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2019,12,20,19,Friday
2,28.447708,-81.401631,Orlando,Orange,FL,US/Eastern,67.0,81.0,30.05,10.0,SE,6.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,12,20,16,Tuesday
2,42.975391,-73.968734,Ballston Spa,Saratoga,NY,US/Eastern,43.0,66.0,29.84,10.0,S,6.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,11,20,5,Friday
2,34.062602000000005,-118.248895,Los Angeles,Los Angeles,CA,US/Pacific,55.0,83.0,29.76,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,2,16,5,Tuesday
3,44.97934,-93.28782,Minneapolis,Hennepin,MN,US/Central,73.0,68.0,29.65,10.0,South,3.5,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,2017,9,13,22,Wednesday
2,38.262151479538616,-85.72465539,Louisville,Jefferson,KY,US/Eastern,84.0,67.0,29.44,10.0,SSW,9.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2021,12,8,1,Wednesday
4,29.341390000000004,-98.55568,San Antonio,Bexar,TX,US/Central,48.0,93.0,29.38,10.0,NNE,6.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2020,2,20,4,Thursday
2,29.713328000000004,-95.61629,Houston,Harris,TX,US/Central,68.0,73.0,29.74,10.0,CALM,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2023,1,16,2,Monday
2,33.154795,-117.203597,San Marcos,San Diego,CA,US/Pacific,70.0,97.0,29.34,3.0,CALM,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,9,9,22,Friday
2,47.004113,-114.582555,Alberton,Mineral,MT,US/Mountain,63.0,48.0,26.92,10.0,NW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,10,7,22,Friday
2,36.47728085500489,-80.75336337,Mt Airy,Surry,NC,US/Eastern,42.0,99.0,28.83,0.5,CALM,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,9,1,17,Thursday
2,38.91788,-76.851602,Upper Marlboro,Prince George's,MD,US/Eastern,80.0,68.0,29.69,10.0,SW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,7,7,0,Wednesday
2,30.02648,-90.00938,New Orleans,Orleans,LA,US/Central,68.0,90.0,29.79,10.0,West,15.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2017,4,5,6,Wednesday
2,32.77815,-117.117678,San Diego,San Diego,CA,US/Pacific,62.0,80.0,29.76,10.0,N,6.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2021,9,11,20,Saturday
2,36.342402,-119.691,Hanford,Kings,CA,US/Pacific,58.0,58.0,30.08,8.0,NNW,7.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,2020,12,19,15,Saturday
3,33.84755,-117.8181,Anaheim,Orange,CA,US/Pacific,60.1,86.0,30.16,1.8,East,10.4,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,1,16,12,Wednesday
2,30.386147,-87.09085,Gulf Breeze,Santa Rosa,FL,US/Central,83.0,75.0,29.9,10.0,S,9.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,10,15,14,Friday
2,32.35157,-110.975024,Tucson,Pima,AZ,US/Mountain,45.0,40.0,27.17,10.0,N,3.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,2023,1,27,19,Friday
2,25.687184,-80.384491,Miami,Miami-Dade,FL,US/Eastern,76.0,76.0,29.78,10.0,SW,8.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,10,30,9,Saturday
2,44.894055,-122.932614,Salem,Marion,OR,US/Pacific,30.9,89.0,29.78,1.0,Calm,7.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2019,5,2,3,Thursday
2,33.696244,-117.936161,Fountain Valley,Orange,CA,US/Pacific,67.0,73.0,29.98,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,9,27,12,Monday
2,39.535521,-77.60624,Myersville,Frederick,MD,US/Eastern,63.0,67.0,29.85,10.0,CALM,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,4,9,19,Saturday
2,34.076031,-117.746672,Pomona,Los Angeles,CA,US/Pacific,91.0,21.0,28.97,10.0,WSW,10.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,7,20,15,Wednesday
2,29.625725,-83.130954,Cross City,Dixie,FL,US/Eastern,75.0,77.0,30.03,10.0,SW,8.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,7,3,18,Sunday
2,40.257312,-75.600696,Pottstown,Montgomery,PA,US/Eastern,27.0,41.0,30.07,10.0,NNW,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,2,17,16,Wednesday
4,38.647365,-78.468024,Luray,Page,VA,US/Eastern,59.0,51.0,29.12,10.0,SSW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,1,30,13,Monday
2,33.884895,-117.521505,Corona,Riverside,CA,US/Pacific,60.0,33.0,29.65,10.0,ESE,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,6,2,10,Friday
2,35.119301,-80.807892,Charlotte,Mecklenburg,NC,US/Eastern,85.0,53.0,29.15,10.0,CALM,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,2022,11,7,18,Monday
2,37.765182,-122.40515,San Francisco,San Francisco,CA,US/Pacific,67.0,63.0,29.95,10.0,NW,21.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,3,8,15,Monday
2,39.34422,-84.38958,West Chester,Butler,OH,US/Eastern,50.0,100.0,29.97,8.0,Calm,7.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2017,6,9,8,Friday
2,40.36574,-79.67868,Irwin,Westmoreland,PA,US/Eastern,65.0,97.0,28.54,7.0,WNW,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,7,6,20,Wednesday
2,42.72962,-71.20423,Methuen,Essex,MA,US/Eastern,45.0,48.0,29.94,10.0,NW,8.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2020,1,15,15,Wednesday
2,33.179896,-117.309446,Carlsbad,San Diego,CA,US/Pacific,71.0,78.0,29.6,10.0,W,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,6,8,10,Wednesday
2,45.468619,-122.5659,Portland,Multnomah,OR,US/Pacific,44.1,93.0,30.4,9.0,ESE,6.9,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,1,22,13,Tuesday
2,43.4872663,-121.9086635,Crescent,Klamath,OR,US/Pacific,36.0,70.0,26.25,10.0,WSW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,3,13,0,Sunday
2,32.762335,-117.231503,San Diego,San Diego,CA,US/Pacific,61.0,78.0,29.92,10.0,SSW,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,3,5,1,Saturday
2,40.906245,-77.567941,Spring Mills,Centre,PA,US/Eastern,16.0,62.0,28.53,10.0,W,17.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,12,25,12,Sunday
2,40.38834929446989,-74.17774558,Holmdel,Monmouth,NJ,US/Eastern,88.0,59.0,29.88,10.0,W,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,8,14,18,Saturday
2,28.354879,-80.704659,Merritt Island,Brevard,FL,US/Eastern,82.0,85.0,30.03,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,2022,9,7,23,Wednesday
2,28.325299,-82.487568,Land O Lakes,Pasco,FL,US/Eastern,90.0,48.0,29.83,10.0,VAR,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,10,14,14,Thursday
2,48.225838,-114.263504,Kalispell,Flathead,MT,US/Mountain,36.0,67.0,27.08,10.0,NNE,5.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,10,27,16,Tuesday
2,27.96771,-82.453572,Tampa,Hillsborough,FL,US/Eastern,77.0,54.0,30.08,10.0,CALM,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2023,1,20,17,Friday
2,34.034837,-118.175796,Los Angeles,Los Angeles,CA,US/Pacific,64.0,84.0,29.73,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2021,9,24,21,Friday
2,36.243639,-86.722835,Madison,Davidson,TN,US/Central,28.0,81.0,29.6,5.0,NNW,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,4,2,6,Saturday
2,34.081917,-118.225056,Los Angeles,Los Angeles,CA,US/Pacific,69.0,22.0,29.77,10.0,NNW,5.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2021,2,17,16,Wednesday
2,46.26139998413914,-112.1990883,Boulder,Jefferson,MT,US/Mountain,15.0,64.0,25.6,10.0,N,10.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,2021,12,30,17,Thursday
2,27.950843,-82.514757,Tampa,Hillsborough,FL,US/Eastern,93.0,50.0,30.01,10.0,WSW,8.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2022,6,28,15,Tuesday
2,37.56158,-77.47325,Richmond,Richmond City,VA,US/Eastern,57.0,81.0,29.72,10.0,E,7.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,5,5,14,Tuesday
2,36.844602,-76.270747,Norfolk,Norfolk,VA,US/Eastern,60.0,93.0,29.79,4.0,W,10.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2022,3,17,16,Thursday
2,40.810192,-74.083565,East Rutherford,Bergen,NJ,US/Eastern,85.0,65.0,29.8,10.0,WSW,8.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,2021,8,30,14,Monday
2,42.76062,-122.05931,Chemult,Klamath,OR,US/Pacific,66.0,46.0,26.59,10.0,SW,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,8,13,8,Tuesday
2,34.114286,-117.915096,Azusa,Los Angeles,CA,US/Pacific,66.0,78.0,29.81,10.0,E,5.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2019,9,18,7,Wednesday
2,45.453558,-122.722987,Portland,Multnomah,OR,US/Pacific,59.0,83.0,30.0,10.0,SSW,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2016,2,9,6,Tuesday
2,47.401406,-92.519599,Eveleth,St. Louis,MN,US/Central,32.0,80.0,28.56,10.0,NNW,9.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,2021,7,5,5,Monday
2,33.972722,-84.530763,Marietta,Cobb,GA,US/Eastern,75.0,87.0,28.98,10.0,CALM,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,2022,8,8,22,Monday
2,27.235118,-81.93529,Arcadia,DeSoto,FL,US/Eastern,84.0,58.0,30.01,10.0,ENE,12.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,8,10,18,Wednesday
2,32.355676,-93.869012,Keithville,Caddo,LA,US/Central,77.0,88.0,29.84,10.0,VAR,7.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2022,7,9,7,Saturday
2,38.993395,-77.026591,Silver Spring,Montgomery,MD,US/Eastern,75.0,56.0,30.17,10.0,CALM,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,2021,7,10,16,Saturday
2,38.232421,-122.25932,Napa,Napa,CA,US/Pacific,74.0,57.0,30.07,10.0,SSW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2021,9,22,10,Wednesday
2,34.194843,-117.419755,San Bernardino,San Bernardino,CA,US/Pacific,61.0,82.0,28.71,3.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,2020,6,19,7,Friday
